iter	RMSE
447	109730.1006
448	109618.1607
449	109572.9553
450	109533.0861
451	109490.7127
452	109361.1334
453	109329.0169
454	109263.3008
455	109177.6642
456	109134.8905
457	109102.7913
458	109041.7805
459	108989.5846
460	108960.3571
461	108917.2058
462	108887.3747
463	108842.4391
464	108806.4747
465	108639.0999
466	108564.8253
467	108505.6083
468	108444.5268
469	108286.9994
470	108116.2832
471	108090.514
472	107931.4202
473	107907.3201
474	107854.2354
475	107732.7425
476	107633.7348
477	107531.8914
478	107452.8826
479	107260.2752
480	107125.3349
481	107028.8425
482	106937.3076
483	106858.3436
484	106777.6832
485	106736.3649
486	106695.5757
487	106628.4815
488	106532.0269
489	106463.5096
490	106341.8631
491	106304.6053
492	106175.0346
493	106011.3862
494	105928.0882
495	105871.9251
496	105829.8494
497	105718.6788
498	105648.7649
499	105544.893
500	105487.1391
501	105456.8331
502	105421.9795
503	105266.0152
504	105161.5202
505	105125.2154
506	105028.465
507	104947.3309
508	104890.1088
509	104853.3091
510	104785.4501
511	104742.5744
512	104701.1642
513	104666.8896
514	104624.4743
515	104538.0517
516	104466.6885
517	104429.1996
518	104382.3338
519	104363.6912
520	104324.4118
521	104282.0886
522	104272.8443
523	104221.8667
524	104118.3288
525	104090.6964
526	104072.7339
527	103994.9684
528	103962.1979
529	103929.2549
530	103901.3893
531	103867.5645
532	103814.6994
533	103750.2489
534	103741.6826
535	103659.2731
536	103636.137
537	103546.9673
538	103500.1102
539	103464.3812
540	103405.0282
541	103232.0189
542	103171.9742
543	103123.9866
544	103101.2493
545	103072.391
546	102997.6299
547	102943.2325
548	102887.7783
549	102856.9923
550	102771.4156
551	102749.9841
552	102723.0402
553	102695.4644
554	102644.5205
555	102602.6702
556	102524.3955
557	102492.9716
558	102438.7476
559	102400.2276
560	102330.0731
561	102288.572
562	102247.1995
563	102207.9938
564	102182.7708
565	102130.6626
566	102105.5
567	102043.2765
568	101996.1767
569	101947.1347
570	101925.8143
571	101885.0022
572	101829.0843
573	101750.8792
574	101715.4491
575	101587.5952
576	101542.6415
577	101493.3361
578	101453.0215
579	101435.0344
580	101412.5069
581	101391.9409
582	101359.4094
583	101284.6443
584	101256.7903
585	101207.004
586	101163.9708
587	101118.4693
588	101059.2143
589	101032.4309
590	100986.8741
591	100949.427
592	100918.802
593	100877.976
594	100760.1422
595	100710.6061
596	100613.942
597	100580.592
598	100554.7474
599	100495.2874
600	100447.4654
601	100358.2913
602	100270.8992
603	100212.955
604	100147.349
605	100106.0803
606	100075.7512
607	100029.7983
608	99994.45518
609	99956.50557
610	99921.69368
611	99851.22873
612	99771.77752
613	99735.85067
614	99681.48695
615	99601.13742
616	99510.48103
617	99469.99119
618	99436.011
619	99374.32529
620	99297.31977
621	99263.78019
622	99215.66944
623	99187.47821
624	99132.64784
625	99065.57218
626	99043.033
627	99012.97723
628	98940.47071
629	98891.7175
630	98868.67828
631	98753.26724
632	98671.5178
633	98647.99806
634	98583.45096
635	98561.21242
636	98534.42575
637	98474.90493
638	98442.87412
639	98392.69999
640	98351.31819
641	98333.85432
642	98268.74701
643	98214.08247
644	98137.36424
645	98098.16417
646	98047.76856
647	97928.85891
648	97915.00922
649	97888.8474
650	97769.01239
651	97737.74169
652	97718.6318
653	97665.64098
654	97582.20682
655	97534.2023
656	97504.7956
657	97425.94359
658	97350.06958
659	97304.79624
660	97237.10786
661	97185.65204
662	97112.58042
663	97055.16617
664	96994.80564
665	96965.83812
666	96917.10053
667	96871.27393
668	96820.9051
669	96765.13386
670	96701.97457
671	96587.04609
672	96568.63444
673	96491.98958
674	96466.27088
675	96409.68115
676	96339.99277
677	96314.59122
678	96286.60256
679	96255.54777
680	96221.86001
681	96157.04257
682	96093.95829
683	96046.42762
684	95977.12201
685	95925.29991
686	95865.79318
687	95839.76516
688	95812.37297
689	95777.41244
690	95678.41041
691	95634.59032
692	95589.19341
693	95533.82802
694	95507.19206
695	95463.57565
696	95442.83922
697	95354.45619
698	95330.4573
699	95282.5258
700	95239.99537
701	95195.29099
702	95116.48062
703	95038.61323
704	94987.12213
705	94951.07859
706	94909.18059
707	94882.58458
708	94854.34741
709	94797.02919
710	94769.0227
711	94690.63571
712	94650.86361
713	94580.22211
714	94553.61174
715	94500.27095
716	94446.63581
717	94363.05404
718	94329.19046
719	94277.45137
720	94245.01129
721	94166.80474
722	94146.47564
723	94096.87758
724	94036.82604
725	94001.62014
726	93952.54254
727	93926.75696
728	93891.72348
729	93844.61152
730	93790.91649
731	93765.83417
732	93719.92295
733	93701.84782
734	93673.51723
735	93631.18421
736	93542.9614
737	93510.30183
738	93468.21114
739	93446.817
740	93399.08394
741	93357.09065
742	93318.52259
743	93240.75288
744	93212.2958
745	93181.14154
746	93166.26862
747	93104.47767
748	93057.83829
749	93029.22345
750	93006.79925
751	92955.29279
752	92930.76772
753	92914.46489
754	92876.9611
755	92829.28194
756	92782.07698
757	92740.90961
758	92700.00255
759	92681.33281
760	92609.3741
761	92588.36652
762	92537.08418
763	92513.0642
764	92470.05796
765	92416.70276
766	92395.12513
767	92333.51032
768	92288.58452
769	92267.2158
770	92226.47683
771	92190.64951
772	92124.8118
773	92081.94761
774	92020.37107
775	92006.78083
776	91988.03724
777	91932.72597
778	91900.18369
779	91887.16171
780	91867.20385
781	91795.89417
782	91763.88438
783	91694.71434
784	91645.82347
785	91606.9681
786	91568.87085
787	91553.76829
788	91525.59646
789	91490.19899
790	91426.14726
791	91387.75429
792	91342.03307
793	91332.28619
794	91271.42668
795	91254.32147
796	91218.14532
797	91187.53536
798	91143.74489
799	91130.14374
800	91100.99027
801	91089.18135
802	91065.92811
803	91039.32923
804	90996.40917
805	90982.03448
806	90941.80686
807	90877.70889
808	90836.93868
809	90823.06719
810	90811.1188
811	90786.1601
812	90773.26774
813	90722.77397
814	90687.66673
815	90648.65001
816	90629.82943
817	90574.67469
818	90547.74936
819	90511.11837
820	90467.1367
821	90419.07159
822	90375.52194
823	90351.13751
824	90330.71817
825	90306.51581
826	90282.5233
827	90235.13276
828	90220.69219
829	90176.04976
830	90157.16291
831	90129.47068
832	90078.53364
833	90023.99041
834	90001.94888
835	89954.0928
836	89905.57969
837	89871.31668
838	89793.01594
839	89769.84059
840	89750.2717
841	89735.97854
842	89690.12049
843	89671.89648
844	89644.95592
845	89581.07914
846	89556.36283
847	89541.29473
848	89522.45113
849	89502.80835
850	89475.72852
851	89435.01965
852	89408.57673
853	89388.11694
854	89340.5381
855	89316.26901
856	89293.63304
857	89265.93292
858	89239.36982
859	89201.64112
860	89160.6128
861	89117.02856
862	89091.45495
863	89019.38554
864	88982.52446
865	88929.59758
866	88908.57375
867	88880.1635
868	88873.1918
869	88838.61224
870	88816.70144
871	88795.41009
872	88743.70997
873	88703.86537
874	88687.65012
875	88644.86777
876	88612.8153
877	88600.58236
878	88576.07246
879	88550.62952
880	88528.50574
881	88497.19728
882	88470.56428
883	88431.05926
884	88372.86794
885	88351.98834
886	88326.01803
887	88274.17279
888	88233.16533
889	88210.73852
890	88174.26592
891	88149.54105
892	88125.16028
893	88099.4281
894	88062.25768
895	88003.61006
896	87965.07719
897	87951.90818
898	87935.71737
899	87875.97277
900	87842.73108
901	87804.99034
902	87761.0599
903	87712.87137
904	87653.67093
905	87614.92351
906	87577.60065
907	87546.87412
908	87499.7482
909	87450.37536
910	87430.10718
911	87419.50428
912	87397.2883
913	87371.33634
914	87349.64161
915	87294.17393
916	87272.68244
917	87242.95505
918	87206.21643
919	87147.3089
920	87076.09598
921	87046.34017
922	87021.15856
923	87010.77681
924	86968.01151
925	86937.85218
926	86923.28652
927	86878.52152
928	86836.03629
929	86797.13771
930	86756.99542
931	86727.05964
932	86704.95525
933	86691.91481
934	86646.48581
935	86623.10504
936	86614.58638
937	86593.05486
938	86577.3198
939	86549.21508
940	86514.89965
941	86487.10608
942	86481.01477
943	86445.91702
944	86420.79534
945	86406.36105
946	86392.18816
947	86353.87544
948	86316.67837
949	86276.36483
950	86226.54959
951	86191.75416
952	86148.15796
953	86118.38482
954	86097.41225
955	86067.55858
956	86047.84417
957	86016.21104
958	85988.02186
959	85943.80654
960	85929.71473
961	85904.08887
962	85893.19599
963	85824.7956
964	85784.12631
965	85729.92913
966	85706.58202
967	85677.99335
968	85658.30382
969	85617.61219
970	85585.80956
971	85561.83872
972	85540.14714
973	85521.78498
974	85499.79947
975	85433.76223
976	85412.54879
977	85366.17374
978	85340.56298
979	85316.49279
980	85256.34138
981	85241.12219
982	85201.16176
983	85140.28199
984	85108.80774
985	85047.58008
986	85025.75846
987	84999.60576
988	84973.74199
989	84939.97294
990	84909.01376
991	84887.15677
992	84835.50182
993	84784.09886
994	84773.05003
995	84752.10056
996	84719.47312
997	84677.90548
998	84653.4938
999	84635.99442
