iter	Passed	Remaining
494	1296	1322
495	1298	1319
496	1299	1315
497	1301	1312
498	1303	1308
499	1305	1305
500	1307	1302
501	1309	1298
502	1311	1295
503	1313	1292
504	1314	1288
505	1316	1285
506	1318	1282
507	1320	1279
508	1322	1275
509	1324	1272
510	1326	1269
511	1328	1265
512	1330	1262
513	1331	1259
514	1333	1256
515	1336	1253
516	1337	1249
517	1339	1246
518	1341	1243
519	1343	1240
520	1345	1237
521	1347	1233
522	1349	1230
523	1351	1227
524	1353	1224
525	1355	1221
526	1357	1217
527	1359	1214
528	1360	1211
529	1362	1208
530	1364	1205
531	1366	1202
532	1368	1199
533	1370	1196
534	1372	1193
535	1374	1189
536	1376	1186
537	1378	1183
538	1380	1180
539	1381	1177
540	1383	1174
541	1385	1170
542	1387	1168
543	1389	1164
544	1391	1161
545	1393	1158
546	1395	1155
547	1397	1152
548	1399	1149
549	1401	1146
550	1403	1143
551	1405	1140
552	1407	1137
553	1409	1134
554	1411	1131
555	1413	1128
556	1415	1126
557	1417	1123
558	1419	1119
559	1421	1116
560	1423	1114
561	1425	1111
562	1427	1108
563	1429	1105
564	1431	1102
565	1433	1099
566	1435	1096
567	1437	1093
568	1439	1090
569	1441	1087
570	1443	1084
571	1445	1081
572	1447	1078
573	1449	1075
574	1450	1072
575	1452	1069
576	1454	1066
577	1456	1063
578	1458	1060
579	1460	1057
580	1462	1054
581	1464	1051
582	1466	1049
583	1468	1046
584	1470	1043
585	1472	1040
586	1474	1037
587	1476	1034
588	1478	1031
589	1480	1029
590	1482	1026
591	1484	1023
592	1486	1020
593	1489	1017
594	1491	1015
595	1493	1012
596	1495	1009
597	1498	1007
598	1500	1004
599	1502	1001
600	1504	998
601	1506	996
602	1509	993
603	1511	991
604	1514	988
605	1516	985
606	1518	982
607	1519	979
608	1521	977
609	1523	974
610	1525	971
611	1527	968
612	1529	965
613	1531	963
614	1534	960
615	1535	957
616	1537	954
617	1540	951
618	1541	949
619	1544	946
620	1546	943
621	1548	940
622	1549	937
623	1551	935
624	1553	932
625	1555	929
626	1557	926
627	1559	923
628	1561	921
629	1563	918
630	1565	915
631	1567	912
632	1569	909
633	1570	906
634	1572	904
635	1574	901
636	1576	898
637	1578	895
638	1580	893
639	1583	890
640	1585	887
641	1587	885
642	1588	882
643	1591	879
644	1592	876
645	1594	873
646	1596	871
647	1598	868
648	1600	865
649	1602	863
650	1604	860
651	1607	857
652	1609	855
653	1611	852
654	1613	849
655	1615	847
656	1617	844
657	1619	841
658	1621	839
659	1623	836
660	1625	833
661	1627	830
662	1629	828
663	1630	825
664	1633	822
665	1635	820
666	1637	817
667	1639	814
668	1641	812
669	1643	809
670	1645	806
671	1647	804
672	1649	801
673	1651	798
674	1653	796
675	1655	793
676	1657	790
677	1659	788
678	1661	785
679	1663	782
680	1665	779
681	1667	777
682	1668	774
683	1670	771
684	1673	769
685	1675	766
686	1677	764
687	1679	761
688	1680	758
689	1683	756
690	1684	753
691	1686	750
692	1688	748
693	1690	745
694	1692	742
695	1694	740
696	1696	737
697	1698	734
698	1700	732
699	1702	729
700	1704	726
701	1706	724
702	1708	721
703	1709	718
704	1711	716
705	1713	713
706	1715	710
707	1717	708
708	1719	705
709	1721	703
710	1723	700
711	1725	697
712	1726	695
713	1728	692
714	1730	689
715	1732	687
716	1734	684
717	1736	682
718	1738	679
719	1740	677
720	1742	674
721	1744	671
722	1746	669
723	1748	666
724	1750	663
725	1752	661
726	1755	659
727	1757	656
728	1759	653
729	1761	651
730	1763	648
731	1764	646
732	1766	643
733	1768	640
734	1770	638
735	1772	635
736	1774	633
737	1776	630
738	1778	627
739	1780	625
740	1781	622
741	1784	620
742	1786	617
743	1788	615
744	1790	613
745	1792	610
746	1794	607
747	1796	605
748	1798	602
749	1800	600
750	1802	597
751	1803	594
752	1805	592
753	1807	589
754	1809	587
755	1811	584
756	1813	582
757	1815	579
758	1817	577
759	1819	574
760	1821	571
761	1823	569
762	1824	566
763	1826	564
764	1828	561
765	1830	559
766	1833	556
767	1834	554
768	1836	551
769	1838	549
770	1840	546
771	1842	544
772	1844	541
773	1846	539
774	1848	536
775	1850	534
776	1852	531
777	1854	529
778	1855	526
779	1857	524
780	1859	521
781	1861	518
782	1863	516
783	1865	514
784	1867	511
785	1869	509
786	1871	506
787	1873	504
788	1876	501
789	1878	499
790	1880	496
791	1883	494
792	1885	492
793	1887	489
794	1889	487
795	1891	484
796	1893	482
797	1895	479
798	1897	477
799	1899	474
800	1901	472
801	1903	470
802	1905	467
803	1907	465
804	1909	462
805	1910	459
806	1912	457
807	1915	455
808	1917	452
809	1918	450
810	1920	447
811	1922	445
812	1924	442
813	1926	440
814	1928	437
815	1930	435
816	1932	432
817	1934	430
818	1935	427
819	1937	425
820	1939	422
821	1941	420
822	1943	418
823	1945	415
824	1947	413
825	1949	410
826	1951	408
827	1953	405
828	1955	403
829	1958	401
830	1960	398
831	1962	396
832	1965	393
833	1967	391
834	1969	389
835	1971	386
836	1973	384
837	1975	381
838	1978	379
839	1980	377
840	1982	374
841	1984	372
842	1986	369
843	1987	367
844	1989	365
845	1991	362
846	1994	360
847	1995	357
848	1997	355
849	2000	352
850	2002	350
851	2004	348
852	2006	345
853	2008	343
854	2010	341
855	2013	338
856	2015	336
857	2017	333
858	2018	331
859	2020	328
860	2022	326
861	2024	324
862	2026	321
863	2028	319
864	2030	316
865	2032	314
866	2034	312
867	2036	309
868	2037	307
869	2040	304
870	2041	302
871	2043	300
872	2045	297
873	2047	295
874	2049	292
875	2051	290
876	2053	287
877	2055	285
878	2057	283
879	2059	280
880	2061	278
881	2063	276
882	2065	273
883	2068	271
884	2070	268
885	2072	266
886	2074	264
887	2077	261
888	2079	259
889	2081	257
890	2083	254
891	2084	252
892	2086	250
893	2089	247
894	2090	245
895	2092	242
896	2094	240
897	2096	238
898	2098	235
899	2100	233
900	2102	230
901	2104	228
902	2106	226
903	2108	223
904	2110	221
905	2112	219
906	2113	216
907	2115	214
908	2117	211
909	2119	209
910	2121	207
911	2123	204
912	2125	202
913	2127	200
914	2129	197
915	2131	195
916	2133	193
917	2134	190
918	2136	188
919	2138	185
920	2140	183
921	2142	181
922	2144	178
923	2146	176
924	2148	174
925	2150	171
926	2151	169
927	2153	167
928	2155	164
929	2157	162
930	2159	160
931	2161	157
932	2163	155
933	2165	153
934	2167	150
935	2169	148
936	2171	146
937	2173	143
938	2175	141
939	2177	139
940	2180	136
941	2182	134
942	2184	132
943	2186	129
944	2188	127
945	2190	125
946	2192	122
947	2194	120
948	2196	118
949	2198	115
950	2200	113
951	2202	111
952	2203	108
953	2205	106
954	2208	104
955	2210	101
956	2212	99
957	2214	97
958	2216	94
959	2218	92
960	2219	90
961	2222	87
962	2224	85
963	2225	83
964	2227	80
965	2230	78
966	2232	76
967	2234	73
968	2236	71
969	2238	69
970	2240	66
971	2241	64
972	2243	62
973	2245	59
974	2248	57
975	2251	55
976	2253	53
977	2255	50
978	2257	48
979	2259	46
980	2261	43
981	2264	41
982	2266	39
983	2268	36
984	2270	34
985	2273	32
986	2275	29
987	2277	27
988	2279	25
989	2281	23
990	2283	20
991	2285	18
992	2286	16
993	2288	13
994	2290	11
995	2292	9
996	2294	6
997	2296	4
998	2298	2
999	2300	0
