iter	RMSE
446	108870.4916
447	108833.8358
448	108778.0557
449	108741.2382
450	108700.3162
451	108606.4922
452	108534.4599
453	108429.6731
454	108384.7444
455	108335.2803
456	108274.4735
457	108247.2872
458	108183.5481
459	108142.6173
460	108111.5682
461	108066.5127
462	107975.7588
463	107896.6423
464	107829.9339
465	107788.8947
466	107632.5894
467	107595.5962
468	107479.4157
469	107406.4663
470	107380.9717
471	107321.7806
472	107282.0602
473	107175.582
474	107151.0942
475	107090.1583
476	107008.1919
477	106954.6876
478	106921.2891
479	106876.0183
480	106727.8373
481	106640.3504
482	106563.7901
483	106441.6124
484	106387.055
485	106350.8123
486	106325.8121
487	106284.8599
488	106235.4847
489	106110.8403
490	106078.9343
491	105936.2611
492	105899.462
493	105806.2215
494	105771.2745
495	105668.9405
496	105646.226
497	105554.0416
498	105484.2286
499	105453.6024
500	105389.8615
501	105317.1642
502	105288.9202
503	105216.9066
504	105118.0236
505	105044.0571
506	105011.9325
507	104989.3499
508	104939.8885
509	104902.2729
510	104813.635
511	104789.2027
512	104757.6268
513	104699.7526
514	104673.0837
515	104610.4491
516	104595.5312
517	104576.7922
518	104551.9375
519	104490.307
520	104450.4823
521	104386.0849
522	104340.2148
523	104259.6307
524	104225.4001
525	104204.8833
526	104141.6661
527	104050.9492
528	104011.9778
529	103971.6589
530	103914.7653
531	103869.8224
532	103799.4504
533	103773.7074
534	103722.5422
535	103701.5657
536	103645.5349
537	103562.5848
538	103542.5881
539	103507.3736
540	103463.6373
541	103421.8715
542	103352.8293
543	103314.8676
544	103289.7324
545	103244.9366
546	103193.0232
547	103080.8127
548	103048.7901
549	103007.7846
550	102970.5551
551	102911.6529
552	102697.0234
553	102674.01
554	102618.4958
555	102578.8796
556	102541.4169
557	102439.1835
558	102391.2042
559	102313.3716
560	102289.0537
561	102260.4714
562	102232.4708
563	102157.9922
564	102133.396
565	102106.5976
566	102002.3438
567	101931.91
568	101911.8244
569	101870.9034
570	101815.3937
571	101799.4342
572	101778.2441
573	101742.4628
574	101717.4999
575	101692.3069
576	101658.0194
577	101534.1306
578	101452.1251
579	101427.6678
580	101406.3244
581	101371.8202
582	101331.4382
583	101288.7402
584	101201.1651
585	101119.423
586	101028.7738
587	100919.5139
588	100869.2472
589	100833.2651
590	100768.1268
591	100718.4656
592	100643.694
593	100610.0316
594	100450.9706
595	100408.1555
596	100368.1823
597	100332.8333
598	100261.8915
599	100227.686
600	100185.6715
601	100164.9099
602	100121.524
603	100052.2883
604	99974.62346
605	99934.32207
606	99793.61708
607	99756.86916
608	99599.5874
609	99577.77232
610	99529.60216
611	99473.26117
612	99415.2168
613	99383.32215
614	99317.18169
615	99280.41965
616	99190.35764
617	99097.24815
618	99057.74603
619	99011.15913
620	98975.20248
621	98892.23247
622	98843.83291
623	98806.72853
624	98760.08707
625	98732.47182
626	98701.44637
627	98679.6309
628	98654.48933
629	98625.1446
630	98568.51361
631	98527.2335
632	98502.38086
633	98455.48868
634	98417.61833
635	98393.33147
636	98373.73079
637	98333.31098
638	98295.61588
639	98236.38077
640	98198.09646
641	98135.2519
642	98096.39912
643	98043.30804
644	98018.49299
645	97981.81895
646	97927.48747
647	97879.8257
648	97837.99456
649	97795.31833
650	97753.03723
651	97725.4353
652	97699.07482
653	97589.27862
654	97559.0307
655	97531.25382
656	97503.60068
657	97443.49836
658	97416.51766
659	97347.71988
660	97318.76788
661	97290.9936
662	97269.48722
663	97233.46946
664	97193.09404
665	97132.06169
666	97109.53898
667	96980.03821
668	96935.82794
669	96863.79861
670	96817.68323
671	96762.95416
672	96744.20751
673	96710.06043
674	96658.09374
675	96631.06312
676	96601.78747
677	96545.69684
678	96496.59544
679	96483.23102
680	96410.18415
681	96350.84648
682	96261.33156
683	96238.33238
684	96221.13589
685	96147.92186
686	95973.8017
687	95954.022
688	95916.98348
689	95879.18139
690	95865.28693
691	95854.38941
692	95833.99461
693	95795.71433
694	95741.06293
695	95684.48433
696	95657.11925
697	95637.13
698	95611.30806
699	95575.11886
700	95555.55979
701	95535.32357
702	95509.82085
703	95407.46698
704	95390.16317
705	95374.38708
706	95319.13291
707	95270.12495
708	95236.51359
709	95214.22317
710	95176.18331
711	95143.14288
712	95132.23652
713	95073.82857
714	95046.30096
715	95029.89403
716	94991.48646
717	94927.87844
718	94878.01991
719	94849.90352
720	94804.37959
721	94759.70255
722	94709.52603
723	94662.07557
724	94645.23727
725	94591.09246
726	94579.93289
727	94519.06646
728	94423.23001
729	94339.82808
730	94323.97494
731	94269.03183
732	94244.65475
733	94208.68752
734	94180.72773
735	94168.57852
736	94111.25808
737	94028.38902
738	93990.10298
739	93941.19166
740	93889.9386
741	93879.91206
742	93836.22946
743	93816.52563
744	93757.9308
745	93699.14403
746	93672.57204
747	93639.54139
748	93576.6896
749	93503.58841
750	93481.52744
751	93408.05075
752	93377.11611
753	93329.87548
754	93301.37791
755	93288.56209
756	93265.40714
757	93240.97046
758	93196.84914
759	93181.08973
760	93160.61197
761	93134.16985
762	93075.40797
763	93033.83956
764	92967.37867
765	92916.1139
766	92899.83703
767	92822.18025
768	92749.26116
769	92700.48753
770	92644.87916
771	92593.94661
772	92539.54268
773	92463.30007
774	92431.3822
775	92410.43413
776	92319.77733
777	92273.45925
778	92239.43017
779	92213.10857
780	92168.92272
781	92143.02708
782	92115.1182
783	92087.80238
784	92053.93194
785	92039.48783
786	91964.04398
787	91913.14016
788	91881.5554
789	91865.71457
790	91838.07569
791	91815.33443
792	91759.96506
793	91729.82874
794	91674.34982
795	91640.64331
796	91570.20198
797	91536.72643
798	91498.49992
799	91464.21409
800	91418.27731
801	91395.37878
802	91366.71953
803	91345.66995
804	91302.65077
805	91286.78605
806	91211.30654
807	91169.87536
808	91131.60864
809	91095.5135
810	91085.25996
811	91033.7135
812	91009.91054
813	90987.33516
814	90948.48756
815	90922.55655
816	90877.58375
817	90843.9893
818	90798.23491
819	90766.42218
820	90737.70701
821	90680.81757
822	90650.38316
823	90601.16964
824	90547.63675
825	90529.33898
826	90501.96056
827	90439.76793
828	90399.97026
829	90330.27996
830	90268.99328
831	90208.84957
832	90167.07125
833	90144.73376
834	90128.33341
835	90114.96697
836	90076.27782
837	90021.32739
838	89971.44187
839	89930.99326
840	89894.55498
841	89842.64235
842	89819.23195
843	89762.91051
844	89728.96001
845	89682.578
846	89653.7658
847	89589.23488
848	89556.47712
849	89533.78702
850	89497.92461
851	89467.75994
852	89430.77802
853	89362.12593
854	89344.63047
855	89300.58291
856	89265.03333
857	89235.29828
858	89220.67993
859	89201.28619
860	89168.17622
861	89149.17086
862	89088.27851
863	89075.62892
864	89036.48496
865	89012.81414
866	88996.5366
867	88972.05632
868	88944.19022
869	88932.19032
870	88921.72128
871	88893.96995
872	88858.0047
873	88782.76645
874	88749.46351
875	88738.20126
876	88722.19676
877	88697.79138
878	88654.02831
879	88564.88047
880	88555.43861
881	88532.15034
882	88511.81981
883	88471.49056
884	88449.87071
885	88436.51573
886	88421.50712
887	88410.61624
888	88382.53973
889	88331.98638
890	88311.25403
891	88280.334
892	88196.44136
893	88161.85335
894	88140.81306
895	88115.67676
896	88080.12271
897	88048.38199
898	88032.04486
899	88013.83558
900	87999.63102
901	87953.5013
902	87936.18255
903	87903.58759
904	87877.6605
905	87799.45951
906	87759.40982
907	87742.89825
908	87712.77587
909	87662.40185
910	87641.3816
911	87596.54427
912	87585.78186
913	87536.51029
914	87517.38156
915	87488.72888
916	87441.05037
917	87429.8589
918	87411.94438
919	87338.74328
920	87311.98498
921	87289.23434
922	87244.76554
923	87230.73801
924	87198.22641
925	87183.05545
926	87152.44505
927	87142.90334
928	87123.88505
929	87093.67302
930	87063.95286
931	87054.23835
932	87023.38527
933	86966.96149
934	86915.30457
935	86901.80214
936	86883.84441
937	86871.89449
938	86838.16883
939	86807.06091
940	86769.62247
941	86726.04111
942	86691.02482
943	86645.67267
944	86624.34994
945	86590.62766
946	86478.62977
947	86430.23175
948	86395.28228
949	86387.48841
950	86285.38602
951	86268.26297
952	86248.09496
953	86212.77156
954	86174.25325
955	86143.59585
956	86114.1574
957	86067.38196
958	86043.32938
959	86011.14694
960	85991.93194
961	85974.00673
962	85949.05491
963	85941.6622
964	85917.18335
965	85872.54457
966	85826.03297
967	85808.41332
968	85775.07011
969	85736.79663
970	85705.61826
971	85680.35527
972	85628.24941
973	85595.36453
974	85517.55231
975	85507.25088
976	85490.84805
977	85473.34931
978	85457.12441
979	85430.38712
980	85398.50237
981	85329.08379
982	85282.76067
983	85259.0053
984	85204.54861
985	85193.53013
986	85161.51806
987	85144.42474
988	85093.37516
989	85060.36165
990	85030.12791
991	85014.72749
992	84997.56138
993	84945.61223
994	84931.52039
995	84906.93365
996	84885.11643
997	84817.88198
998	84782.04532
999	84766.89646
